title_id,title_name,genre,release_year,age_rating,popularity_score,description
221,Mystery Chronicles 221,Mystery,2021,R,0.721,"An engaging mystery story that captivates audiences. Released in 2021, this title has received critical acclaim."
222,Sci-Fi Tales 222,Sci-Fi,2006,PG,0.89,"An engaging sci-fi story that captivates audiences. Released in 2006, this title has received critical acclaim."
223,Animation Secrets 223,Animation,2000,PG,0.875,"An engaging animation story that captivates audiences. Released in 2000, this title has received critical acclaim."
224,Fantasy Journey 224,Fantasy,2022,PG-13,0.922,"An engaging fantasy story that captivates audiences. Released in 2022, this title has received critical acclaim."
225,Crime Journey 225,Crime,1994,R,0.863,"An engaging crime story that captivates audiences. Released in 1994, this title has received critical acclaim."
226,Animation Tales 226,Animation,1992,PG,0.752,"An engaging animation story that captivates audiences. Released in 1992, this title has received critical acclaim."
227,Thriller Legacy 227,Thriller,1993,PG-13,0.987,"An engaging thriller story that captivates audiences. Released in 1993, this title has received critical acclaim."
228,Drama Tales 228,Drama,2009,NC-17,0.754,"An engaging drama story that captivates audiences. Released in 2009, this title has received critical acclaim."
229,Horror Quest 229,Horror,1998,PG-13,0.785,"An engaging horror story that captivates audiences. Released in 1998, this title has received critical acclaim."
230,Action Secrets 230,Action,2013,PG,0.795,"An engaging action story that captivates audiences. Released in 2013, this title has received critical acclaim."
231,Drama Tales 231,Drama,2016,PG-13,0.716,"An engaging drama story that captivates audiences. Released in 2016, this title has received critical acclaim."
232,Mystery Quest 232,Mystery,1992,PG-13,0.98,"An engaging mystery story that captivates audiences. Released in 1992, this title has received critical acclaim."
233,Action Secrets 233,Action,2004,G,0.983,"An engaging action story that captivates audiences. Released in 2004, this title has received critical acclaim."
234,Romance Legacy 234,Romance,2000,PG-13,0.701,"An engaging romance story that captivates audiences. Released in 2000, this title has received critical acclaim."
235,Fantasy Chronicles 235,Fantasy,2020,PG-13,0.707,"An engaging fantasy story that captivates audiences. Released in 2020, this title has received critical acclaim."
236,Sci-Fi Tales 236,Sci-Fi,1996,PG-13,0.861,"An engaging sci-fi story that captivates audiences. Released in 1996, this title has received critical acclaim."
237,Comedy Secrets 237,Comedy,2006,R,0.852,"An engaging comedy story that captivates audiences. Released in 2006, this title has received critical acclaim."
238,Comedy Secrets 238,Comedy,1992,R,0.741,"An engaging comedy story that captivates audiences. Released in 1992, this title has received critical acclaim."
239,Animation Tales 239,Animation,2003,PG-13,0.738,"An engaging animation story that captivates audiences. Released in 2003, this title has received critical acclaim."
240,Documentary Chronicles 240,Documentary,2003,PG,0.754,"An engaging documentary story that captivates audiences. Released in 2003, this title has received critical acclaim."
241,Romance Secrets 241,Romance,2013,PG,0.926,"An engaging romance story that captivates audiences. Released in 2013, this title has received critical acclaim."
242,Horror Secrets 242,Horror,2000,NC-17,0.75,"An engaging horror story that captivates audiences. Released in 2000, this title has received critical acclaim."
243,Crime Quest 243,Crime,2022,PG,0.8,"An engaging crime story that captivates audiences. Released in 2022, this title has received critical acclaim."
244,Crime Secrets 244,Crime,2013,PG-13,0.915,"An engaging crime story that captivates audiences. Released in 2013, this title has received critical acclaim."
245,Crime Tales 245,Crime,2011,PG-13,0.907,"An engaging crime story that captivates audiences. Released in 2011, this title has received critical acclaim."
246,Fantasy Chronicles 246,Fantasy,1998,PG,0.997,"An engaging fantasy story that captivates audiences. Released in 1998, this title has received critical acclaim."
247,Action Legacy 247,Action,2016,R,0.977,"An engaging action story that captivates audiences. Released in 2016, this title has received critical acclaim."
248,Romance Journey 248,Romance,2007,PG-13,0.797,"An engaging romance story that captivates audiences. Released in 2007, this title has received critical acclaim."
249,Documentary Chronicles 249,Documentary,2008,PG-13,0.785,"An engaging documentary story that captivates audiences. Released in 2008, this title has received critical acclaim."
250,Action Quest 250,Action,2007,PG,0.727,"An engaging action story that captivates audiences. Released in 2007, this title has received critical acclaim."
251,Animation Secrets 251,Animation,1991,PG-13,0.904,"An engaging animation story that captivates audiences. Released in 1991, this title has received critical acclaim."
252,Romance Secrets 252,Romance,2007,PG,0.819,"An engaging romance story that captivates audiences. Released in 2007, this title has received critical acclaim."
253,Action Journey 253,Action,2015,R,0.854,"An engaging action story that captivates audiences. Released in 2015, this title has received critical acclaim."
254,Comedy Chronicles 254,Comedy,2012,PG,0.927,"An engaging comedy story that captivates audiences. Released in 2012, this title has received critical acclaim."
255,Sci-Fi Secrets 255,Sci-Fi,2012,PG,0.873,"An engaging sci-fi story that captivates audiences. Released in 2012, this title has received critical acclaim."
256,Romance Journey 256,Romance,2007,PG-13,0.911,"An engaging romance story that captivates audiences. Released in 2007, this title has received critical acclaim."
257,Mystery Tales 257,Mystery,2005,R,0.94,"An engaging mystery story that captivates audiences. Released in 2005, this title has received critical acclaim."
258,Crime Legacy 258,Crime,2013,G,0.941,"An engaging crime story that captivates audiences. Released in 2013, this title has received critical acclaim."
259,Comedy Secrets 259,Comedy,1995,G,0.889,"An engaging comedy story that captivates audiences. Released in 1995, this title has received critical acclaim."
260,Comedy Tales 260,Comedy,2020,G,0.882,"An engaging comedy story that captivates audiences. Released in 2020, this title has received critical acclaim."
261,Crime Chronicles 261,Crime,2015,PG-13,0.828,"An engaging crime story that captivates audiences. Released in 2015, this title has received critical acclaim."
262,Documentary Legacy 262,Documentary,2005,NC-17,0.753,"An engaging documentary story that captivates audiences. Released in 2005, this title has received critical acclaim."
263,Action Quest 263,Action,1997,PG-13,0.791,"An engaging action story that captivates audiences. Released in 1997, this title has received critical acclaim."
264,Documentary Journey 264,Documentary,2008,PG-13,0.84,"An engaging documentary story that captivates audiences. Released in 2008, this title has received critical acclaim."
265,Horror Legacy 265,Horror,2021,R,0.934,"An engaging horror story that captivates audiences. Released in 2021, this title has received critical acclaim."
266,Comedy Journey 266,Comedy,2016,NC-17,0.971,"An engaging comedy story that captivates audiences. Released in 2016, this title has received critical acclaim."
267,Thriller Quest 267,Thriller,2006,PG,0.879,"An engaging thriller story that captivates audiences. Released in 2006, this title has received critical acclaim."
268,Crime Quest 268,Crime,1998,R,0.795,"An engaging crime story that captivates audiences. Released in 1998, this title has received critical acclaim."
269,Romance Chronicles 269,Romance,2010,PG,0.849,"An engaging romance story that captivates audiences. Released in 2010, this title has received critical acclaim."
270,Thriller Legacy 270,Thriller,2016,G,0.883,"An engaging thriller story that captivates audiences. Released in 2016, this title has received critical acclaim."
271,Mystery Legacy 271,Mystery,1992,PG-13,0.954,"An engaging mystery story that captivates audiences. Released in 1992, this title has received critical acclaim."
272,Thriller Journey 272,Thriller,2005,PG-13,0.796,"An engaging thriller story that captivates audiences. Released in 2005, this title has received critical acclaim."
273,Drama Tales 273,Drama,2012,R,0.799,"An engaging drama story that captivates audiences. Released in 2012, this title has received critical acclaim."
274,Drama Secrets 274,Drama,2015,R,0.863,"An engaging drama story that captivates audiences. Released in 2015, this title has received critical acclaim."
275,Drama Secrets 275,Drama,2022,R,0.926,"An engaging drama story that captivates audiences. Released in 2022, this title has received critical acclaim."
276,Crime Legacy 276,Crime,1997,NC-17,0.838,"An engaging crime story that captivates audiences. Released in 1997, this title has received critical acclaim."
277,Mystery Secrets 277,Mystery,2013,R,0.76,"An engaging mystery story that captivates audiences. Released in 2013, this title has received critical acclaim."
278,Romance Secrets 278,Romance,1990,R,0.787,"An engaging romance story that captivates audiences. Released in 1990, this title has received critical acclaim."
279,Sci-Fi Legacy 279,Sci-Fi,2006,PG-13,0.885,"An engaging sci-fi story that captivates audiences. Released in 2006, this title has received critical acclaim."
280,Comedy Chronicles 280,Comedy,1996,PG-13,0.895,"An engaging comedy story that captivates audiences. Released in 1996, this title has received critical acclaim."
281,Fantasy Chronicles 281,Fantasy,2015,PG-13,0.819,"An engaging fantasy story that captivates audiences. Released in 2015, this title has received critical acclaim."
